#,Name,Team,W,L,ERA,G,GS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
1,Logan Webb,SFG,15,9,3.06,32,32,200,817,183,74,68,15,41,1,5,190
2,Paul Skenes,PIT,12,7,2.8,32,32,180.1,721,143,61,56,16,47,0,6,205
3,Freddy Peralta,NYM,12,10,3.86,31,31,161,668,133,75,69,21,61,0,7,175
4,Brady Singer,CIN,11,12,4.44,31,31,164.1,703,156,88,81,22,54,0,11,156
5,Tarik Skubal,DET,13,5,2.54,30,30,184.1,719,141,56,52,16,33,0,6,227
6,Dylan Cease,TOR,11,8,3.61,30,30,164.2,688,136,71,66,19,63,2,4,192
7,Andrew Abbott,CIN,9,7,3.92,30,30,165.1,693,158,78,72,20,48,0,4,149
8,Brayan Bello,BOS,11,10,4,31,30,162,694,155,78,72,17,56,0,9,138
9,Zac Gallen,ARI,14,10,3.86,30,30,175,729,159,81,75,23,56,0,6,159
10,Garrett Crochet,BOS,14,6,2.83,29,29,174.2,712,145,59,55,17,46,1,4,215
11,Cristopher Sánchez,PHI,10,6,3.22,29,29,178.2,732,161,69,64,16,42,0,6,175
12,MacKenzie Gore,TEX,10,9,3.96,29,29,157,669,136,75,69,17,59,0,9,177
13,Logan Gilbert,SEA,9,6,3.42,30,29,160.2,648,134,66,61,21,40,1,5,174
14,Brandon Pfaadt,ARI,10,9,4.11,29,29,159.2,672,157,79,73,21,36,1,8,147
15,Mitch Keller,PIT,9,10,4.02,29,29,161,689,158,78,72,20,49,0,10,142
16,Jake Irvin,WSN,7,11,4.89,29,29,156.1,673,160,92,85,26,52,0,7,117
17,Yoshinobu Yamamoto,LAD,13,7,3.36,28,28,169,666,130,68,63,18,43,0,5,182
18,Hunter Brown,HOU,13,6,3.02,30,28,166.2,685,135,61,56,15,55,0,6,180
19,Max Fried,NYY,13,8,3.4,28,28,172,705,149,70,65,15,49,1,6,156
20,Jesús Luzardo,PHI,11,9,3.91,28,28,161,669,143,76,70,21,49,0,4,180
21,Joe Ryan,MIN,11,9,3.78,28,28,154.2,629,134,70,65,22,36,0,9,168
22,Kevin Gausman,TOR,11,9,3.78,28,28,162,676,152,74,68,21,46,1,2,158
23,Tanner Bibee,CLE,11,9,3.65,28,28,165,686,150,72,67,21,46,0,7,154
24,Drew Rasmussen,TBR,8,6,3.61,29,28,137.1,554,122,59,55,16,35,1,4,116
25,Jack Leiter,TEX,10,9,4.04,28,28,149.1,623,126,72,67,18,58,0,5,141
26,Taj Bradley,MIN,7,8,4.2,28,28,148,626,139,75,69,19,51,0,4,138
27,Gavin Williams,CLE,9,7,3.61,28,28,149.2,629,127,65,60,18,60,0,6,154
28,Michael McGreevy,STL,10,9,3.92,29,28,154,645,155,72,67,18,36,0,3,111
29,Shane Smith,CHW,7,7,4.06,28,28,141.2,591,119,69,64,17,53,1,13,136
30,Yusei Kikuchi,LAA,7,8,4.37,29,28,148.1,649,150,78,72,22,57,1,4,151
31,JP Sears,SDP,8,11,4.74,28,28,144.1,610,139,82,76,27,43,0,9,125
32,Bryan Woo,SEA,11,8,3.35,28,27,161.1,640,132,65,60,19,33,1,8,165
33,Ranger Suarez,BOS,12,8,3.53,28,27,155.2,659,152,66,61,14,46,1,4,135
34,Framber Valdez,DET,12,9,3.64,27,27,173,727,156,76,70,15,59,0,8,152
35,George Kirby,SEA,11,7,3.6,27,27,147.2,606,136,64,59,17,28,0,6,145
36,Sonny Gray,BOS,10,8,3.77,27,27,152.2,643,147,69,64,19,42,0,5,157
37,Bailey Ober,MIN,7,8,4.18,27,27,148.2,613,143,75,69,23,34,0,6,131
38,Luis Castillo,SEA,10,8,3.86,28,27,160.2,668,149,75,69,23,46,1,6,148
39,Will Warren,NYY,8,7,4.37,28,27,138,591,128,72,67,18,50,0,6,136
40,Shane Baz,BAL,9,9,4.2,27,27,141.1,597,128,71,66,19,49,0,8,140
41,Merrill Kelly,ARI,10,7,3.8,27,27,154,641,147,70,65,21,45,0,2,132
42,Ryan Pepiot,TBR,10,9,4.05,27,27,144.1,597,122,70,65,21,53,0,8,142
43,Chris Bassitt,BAL,9,10,4.23,31,27,155.1,674,155,79,73,20,54,1,11,139
44,Bryce Elder,ATL,9,9,4.32,27,27,152,649,148,79,73,18,50,1,6,128
45,Noah Cameron,KCR,8,8,4.19,27,27,141.2,599,137,71,66,20,44,0,5,121
46,Robbie Ray,SFG,8,8,3.97,27,27,147.1,620,134,70,65,21,53,0,6,145
47,Lucas Giolito,SDP,7,8,4.65,27,27,137.1,597,138,77,71,21,53,1,4,123
48,Jacob deGrom,TEX,10,7,3.48,26,26,144.2,573,119,61,56,20,35,0,2,155
49,Sandy Alcantara,MIA,10,9,4.04,26,26,160.1,663,148,78,72,17,44,1,6,132
50,David Peterson,NYM,7,7,4.09,27,26,145.1,633,140,71,66,13,57,1,7,132
51,Michael Wacha,KCR,9,10,4.21,26,26,145.1,610,141,74,68,18,43,0,4,115
52,Jack Flaherty,DET,10,9,4.17,27,26,140.1,599,126,70,65,19,52,1,7,156
53,Nick Pivetta,SDP,9,8,3.95,28,26,155,632,132,74,68,25,46,1,4,166
54,Bubba Chandler,PIT,7,8,3.91,28,26,129,553,115,61,56,14,50,0,10,125
55,Zack Littell,WSN,8,8,4.23,29,26,153.1,645,161,78,72,23,31,1,6,115
56,Eury Pérez,MIA,7,7,4.1,26,26,109.2,450,93,54,50,15,38,0,3,114
57,Nolan McLean,NYM,10,8,3.94,28,26,144,619,127,68,63,16,56,0,13,143
58,Brandon Sproat,MIL,7,7,4.21,27,26,124,533,113,63,58,14,46,0,9,111
59,Dean Kremer,BAL,9,9,4.29,27,26,147,623,144,76,70,21,47,0,4,125
60,Kyle Freeland,COL,7,11,4.84,26,26,135.2,595,155,79,73,20,36,1,5,101
61,Mitchell Parker,WSN,8,12,4.7,29,26,141.2,616,146,80,74,17,53,0,2,103
62,Logan Allen,CLE,8,9,4.31,27,26,140,610,140,72,67,19,54,0,5,118
63,Chase Petty,CIN,7,12,5.4,27,26,118.1,526,122,77,71,17,52,0,5,88
64,Kade Morris,ATH,8,10,4.75,27,26,136.1,597,142,78,72,19,43,0,12,94
65,Tanner McDougal,CHW,3,5,4.89,26,26,101.1,453,100,59,55,14,46,0,8,89
66,Pablo López,MIN,10,7,3.69,25,25,141.1,589,131,63,58,16,37,0,6,141
67,Corbin Burnes,ARI,11,6,3.19,25,25,155,634,132,59,55,15,48,0,6,144
68,Trevor Rogers,BAL,7,7,3.99,25,25,130.2,550,124,63,58,15,40,0,5,114
69,Cam Schlittler,NYY,9,8,4,27,25,128.1,546,114,62,57,16,46,0,6,132
70,Nick Lodolo,CIN,7,8,4.31,26,25,133.2,567,122,69,64,18,36,1,18,137
71,Jeffrey Springs,ATH,9,9,4.2,27,25,141.1,596,137,71,66,20,46,0,2,122
72,Matthew Boyd,CHC,9,8,3.98,25,25,138,577,129,66,61,18,39,0,6,124
73,Simeon Woods Richardson,MIN,6,6,4.16,27,25,127.2,541,120,64,59,16,46,0,3,115
74,Jonah Tong,NYM,9,8,4.09,26,25,116.2,501,103,57,53,15,48,0,2,131
75,Robby Snelling,MIA,8,7,4.1,25,25,123,531,120,61,56,15,42,0,3,113
76,Trey Yesavage,TOR,4,3,3.89,28,25,108.2,453,88,51,47,12,47,0,2,116
77,Casey Mize,DET,7,8,4.17,25,25,125.1,536,124,63,58,17,37,0,5,111
78,Shota Imanaga,CHC,8,7,4.01,25,25,137,558,126,66,61,24,30,0,4,127
79,Cade Horton,CHC,8,7,3.91,26,25,124.1,511,108,58,54,16,37,0,5,111
80,Chad Patrick,MIL,7,7,4.42,31,25,136.1,578,127,72,67,21,45,1,6,132
81,Kodai Senga,NYM,8,7,3.75,25,25,127.1,538,109,57,53,15,57,0,4,126
82,Edward Cabrera,CHC,8,6,3.9,25,25,129.1,541,106,61,56,17,51,0,8,139
83,Parker Messick,CLE,7,7,3.99,26,25,124,531,117,59,55,17,41,0,8,118
84,Andrew Alvarez,WSN,5,7,4.5,27,25,124,546,128,67,62,15,48,0,6,94
85,Justin Verlander,DET,6,8,4.61,25,25,132.2,570,132,74,68,21,46,0,5,113
86,Hurston Waldrep,ATL,10,9,4.27,26,25,130.2,570,124,67,62,15,56,1,5,117
87,Mason Barnett,ATH,5,6,4.69,27,25,128.2,567,126,72,67,17,55,0,8,110
88,Konner Eaton,COL,6,8,4.9,26,25,125,560,132,74,68,17,47,1,12,101
89,Thomas White,MIA,4,5,4.26,25,25,101.1,450,91,52,48,12,50,0,8,106
90,Jameson Taillon,CHC,8,8,4.49,25,25,132.1,553,132,71,66,23,33,0,3,103
91,Randy Vásquez,SDP,6,7,4.68,26,25,125,544,126,70,65,17,45,1,9,86
92,Wilber Dotel,PIT,6,9,4.59,25,25,111.2,493,115,62,57,15,42,0,7,86
93,Andrew Heaney,,7,8,4.91,28,25,122.2,542,130,72,67,21,42,0,9,103
94,Hagen Smith,CHW,3,5,4.84,25,25,89.1,395,82,52,48,12,43,0,11,86
95,Miles Mikolas,WSN,6,10,5.16,25,25,129,557,146,80,74,23,32,0,4,85
96,Walbert Ureña,LAA,5,8,5.26,25,25,118,536,122,75,69,16,60,0,8,87
97,Hunter Greene,CIN,8,6,3.61,24,24,137,550,101,59,55,16,43,0,13,159
98,Spencer Strider,ATL,11,9,3.8,25,24,137.1,573,117,63,58,17,45,0,6,166
99,Aaron Nola,PHI,9,8,4.17,24,24,140.1,582,133,70,65,20,34,0,4,140
100,Justin Steele,CHC,8,5,3.52,24,24,130.1,541,119,55,51,14,35,0,4,121
101,José Soriano,LAA,9,8,4.05,30,24,142.1,616,126,69,64,11,63,1,11,134
102,Clay Holmes,NYM,10,8,3.83,28,24,136.1,592,136,63,58,11,46,1,8,112
103,Carlos Rodón,NYY,10,8,4.04,24,24,129.1,543,113,63,58,16,47,0,5,131
104,Drew Anderson,DET,8,8,4.15,26,24,132.1,563,118,66,61,19,48,1,7,149
105,Luis Severino,ATH,7,9,4.39,24,24,139.1,596,137,74,68,17,43,1,10,113
106,Matthew Liberatore,STL,8,9,4.02,31,24,132,559,126,64,59,15,40,1,6,114
107,Cade Povich,BAL,7,7,4.3,26,24,125.2,539,120,65,60,17,47,1,3,122
108,Gage Jump,ATH,8,8,4.13,26,24,109,463,103,54,50,14,33,1,6,98
109,Mick Abel,MIN,7,8,4.19,26,24,122.1,528,115,62,57,15,48,0,5,118
110,Lucas Braun,ATL,6,6,4.29,25,24,130,554,130,67,62,18,36,0,4,110
111,Stephen Kolek,KCR,7,7,4.23,29,24,129.2,562,130,66,61,12,42,1,10,90
112,Andre Pallante,STL,8,9,4.24,32,24,135.2,588,135,69,64,12,52,0,4,97
113,Eduardo Rodriguez,ARI,8,8,4.13,24,24,130.2,562,131,65,60,19,46,1,2,118
114,Davis Martin,CHW,6,8,4.42,25,24,124.1,531,122,66,61,16,42,1,6,99
115,Elmer Rodríguez,NYY,8,9,4.61,25,24,127,551,120,70,65,17,53,0,3,111
116,Duncan Davitt,CHW,5,9,4.75,26,24,125,543,130,71,66,18,38,0,8,96
117,Andrew Painter,PHI,5,7,4.76,24,24,109.2,475,106,63,58,17,43,0,1,107
118,Carson Whisenhunt,SFG,6,7,4.41,24,24,112.1,488,113,59,55,14,40,0,4,90
119,Bailey Falter,KCR,6,7,4.45,26,24,119.1,504,117,64,59,16,39,0,2,85
120,JR Ritchie,ATL,6,7,4.35,24,24,118,505,110,62,57,15,43,0,9,104
121,Austin Peterson,CLE,6,8,4.35,25,24,126.1,541,134,66,61,19,31,0,5,92
122,Logan Workman,TBR,6,8,4.78,25,24,124.1,533,128,71,66,20,37,0,4,95
123,Patrick Corbin,TOR,6,9,5.2,24,24,124.2,558,139,78,72,19,45,1,3,102
124,Henry Baez,ATH,4,5,4.46,24,24,105,462,107,56,52,13,38,0,8,75
125,Tomoyuki Sugano,COL,7,10,4.89,24,24,130.2,573,156,77,71,23,32,1,4,80
126,Grant Rogers,TOR,8,9,4.79,24,24,127.2,560,139,74,68,18,34,0,9,77
127,Michael Lorenzen,COL,6,9,4.93,25,24,127.2,555,134,76,70,21,48,0,5,97
128,Quinn Mathews,STL,5,6,4.35,24,24,101.1,450,92,53,49,12,54,0,6,101
129,Cal Quantrill,TEX,6,9,5.13,24,24,119.1,517,121,74,68,18,40,0,7,88
130,Antwone Kelly,PIT,3,4,4.55,24,24,97,427,101,53,49,13,37,0,2,74
131,Brycen Mautz,STL,5,7,4.63,24,24,105,460,105,58,54,14,39,0,7,86
132,Dylan Ray,ARI,7,8,4.5,24,24,116,509,120,63,58,15,42,0,6,87
133,Brody Hopkins,TBR,5,6,4.8,24,24,105,466,99,61,56,14,49,0,12,92
134,Aaron Wilkerson,,4,6,4.8,24,24,123.2,535,142,71,66,21,27,0,2,81
135,Fernando Perez,TOR,5,6,4.87,24,24,105.1,455,111,62,57,17,31,0,4,70
136,Jack Kochanowicz,LAA,6,9,5.16,25,24,125.2,557,134,78,72,17,46,2,11,79
137,Spencer Giesting,ARI,8,8,4.5,24,24,126,559,127,68,63,17,52,0,10,103
138,Jackson Ferris,LAD,7,8,5.17,25,24,118.1,529,117,74,68,18,55,0,9,101
139,Alex Clemmey,WSN,4,7,5.29,24,24,103.2,472,102,66,61,14,62,0,5,90
140,Max Rajcic,STL,5,7,5,24,24,113.1,498,119,68,63,17,40,0,9,75
141,Patrick Copen,LAD,4,6,5.58,24,24,98.1,455,94,66,61,14,63,0,10,90
142,Jacob Misiorowski,MIL,8,6,3.86,26,23,116.2,493,91,54,50,14,50,0,9,141
143,Quinn Priester,MIL,9,7,4.09,28,23,143,608,133,70,65,17,48,0,7,123
144,Bryce Miller,SEA,7,6,4.01,23,23,123.1,508,110,59,55,16,36,1,5,109
